id,class,cap-color,does-bruise-or-bleed,stem-height
4724,e,n,f,8.1
4725,e,w,f,3.69
4726,e,b,f,5.93
4727,p,w,f,4.83
4728,e,g,f,6.54
4729,e,n,f,5.08
4730,e,n,t,10.14
4731,p,y,f,5.96
4732,e,n,f,6.24
4733,e,n,f,5.55
4734,e,n,f,6.93
4735,e,n,f,6.43
4736,p,w,f,12.3
4737,e,w,f,3.48
4738,e,n,t,8.54
4739,p,n,f,4.91
4740,e,n,f,3.83
4741,e,n,f,5.29
4742,p,n,f,11.18
4743,e,g,f,5.19
4744,e,n,f,6.13
4745,p,e,f,5.63
4746,e,n,t,12.27
4747,p,n,f,8.86
4748,e,w,f,22.06
4749,p,l,f,4.59
4750,e,n,f,7.16
4751,e,n,f,6.18
4752,p,n,f,1.77
4753,e,n,f,13.59
4754,p,y,f,5.93
4755,p,y,f,8.15
4756,p,w,f,2.82
4757,e,w,f,3.44
4758,e,o,f,7.23
4759,p,n,t,4.75
4760,e,g,f,7.98
4761,p,r,f,5.63
4762,e,w,f,5.97
4763,p,y,f,3.6
4764,p,w,f,3.19
4765,p,g,t,8.31
4766,p,p,f,4.09
4767,e,g,f,4.71
4768,p,n,f,10.65
4769,p,g,f,5.53
4770,e,n,f,5.21
4771,p,n,f,5.61
4772,p,n,f,11.16
4773,p,u,f,3.36
4774,p,n,f,5.08
4775,e,n,f,5.91
4776,e,g,t,10.08
4777,e,g,f,6.21
4778,p,n,f,5.67
4779,e,n,f,12.15
4780,e,g,f,5.07
4781,e,n,f,7.07
4782,e,y,t,8.37
4783,e,n,f,5.52
4784,e,y,f,7.02
4785,p,r,f,11.27
4786,p,n,t,8.27
4787,p,p,f,4.22
4788,e,n,f,3.39
4789,e,e,f,4.17
4790,p,e,t,6.7
4791,e,b,f,6.77
4792,e,g,f,5.07
4793,e,g,f,5.36
4794,p,g,f,4.62
4795,e,n,f,7.18
4796,e,n,f,6.49
4797,p,n,f,4.41
4798,p,n,f,3.9
4799,p,g,f,11.25
4800,p,g,f,3.42
4801,e,n,f,5.91
4802,e,n,f,6.36
4803,e,n,f,12.55
4804,e,e,t,5.43
4805,p,o,f,3.36
4806,p,n,f,5.62
4807,e,n,f,4.86
4808,e,n,f,5.89
4809,p,y,f,7.88
4810,p,y,f,6.23
4811,e,n,t,9.1
4812,e,n,f,6.58
4813,p,n,f,3.79
4814,p,n,f,4.33
4815,p,u,f,5.25
4816,e,n,f,6.7
4817,p,n,f,4.86
4818,p,n,f,8.09
4819,e,n,f,5.5
4820,e,g,f,5.36
4821,e,n,f,5.8
4822,e,n,f,7.11
4823,p,n,f,9.26
4824,p,n,f,5.24
4825,p,n,f,4.25
4826,e,n,f,4.32
4827,p,y,f,5.26
4828,e,n,f,6.31
4829,e,g,f,4.78
4830,e,n,f,4.6
4831,p,n,f,1.71
4832,p,n,t,5.93
4833,p,g,f,7.4
4834,p,l,f,6.36
4835,e,w,f,5.48
4836,e,n,t,7.87
4837,e,w,f,4.66
4838,p,n,f,7.82
4839,e,u,f,4.19
4840,e,o,f,6.02
4841,p,g,f,2.69
4842,p,n,f,5.96
4843,p,w,f,8.02
4844,p,y,f,8.88
4845,p,g,t,7.48
4846,e,w,f,13.74
4847,p,w,f,3.28
4848,p,n,f,5.13
4849,e,n,f,7.62
4850,p,r,t,4.52
4851,e,n,f,4.98
4852,p,n,f,4.37
4853,e,n,f,8.46
4854,e,n,f,5.09
4855,e,n,t,9.83
4856,p,o,f,12.08
4857,e,n,t,7.37
4858,e,n,f,5.92
4859,p,n,f,1.47
4860,e,n,f,5.81
4861,e,n,f,5.29
4862,p,y,f,3.76
4863,p,u,t,9.35
4864,p,e,f,8.4
4865,e,k,f,3.51
4866,e,n,f,7.66
4867,p,o,f,5.69
4868,e,n,t,7.29
4869,e,g,f,4.86
4870,p,n,t,9.94
4871,p,n,f,5.24
4872,p,n,f,10.52
4873,p,o,f,2.64
4874,e,r,f,6.67
4875,p,n,f,8.42
4876,e,n,f,8.37
4877,e,g,t,9.49
4878,e,n,f,5.13
4879,e,o,f,15.07
4880,p,e,f,9.46
4881,p,n,f,7.68
4882,p,k,f,4.52
4883,p,y,f,1.5
4884,p,n,f,5.03
4885,e,n,f,9.59
4886,p,n,t,9.54
4887,p,n,f,4.85
4888,p,n,f,6.32
4889,p,n,f,5.36
4890,p,n,f,6.19
4891,e,w,f,7.61
4892,e,g,f,5.31
4893,e,n,f,6.58
4894,p,e,f,7.71
4895,e,n,f,9.34
4896,e,n,t,9.03
4897,e,u,f,4.75
4898,p,n,f,5.99
4899,e,n,f,4.91
4900,e,k,f,5.47
4901,p,n,f,5.39
4902,p,p,f,4.57
4903,e,k,f,3.73
4904,e,n,t,8.17
4905,p,n,f,13.65
4906,e,n,f,5.16
4907,p,y,f,2.18
4908,p,n,f,5.56
4909,p,e,f,3.81
4910,p,n,f,10.1
4911,p,n,f,4.64
4912,e,n,f,4.71
4913,e,n,f,5.22
4914,e,g,f,5.37
4915,e,u,f,6.03
4916,p,g,f,3.44
4917,e,w,f,6.02
4918,p,n,f,9.71
4919,p,o,f,5.36
4920,p,k,f,2.69
4921,e,n,f,4.84
4922,e,n,f,5.24
4923,p,e,f,7.98
4924,p,y,f,8.68
4925,p,n,f,4.28
4926,p,n,t,6.07
4927,e,n,f,8.24
4928,e,n,f,5.94
4929,p,n,f,4.78
4930,p,p,f,4.97
4931,p,y,f,3.54
4932,p,r,t,4.37
4933,e,n,f,7.09
4934,p,n,f,15.46
4935,e,n,t,5.61
4936,p,e,f,3.81
4937,p,k,f,3.42
4938,p,n,f,3.21
4939,p,n,f,5.68
4940,p,y,f,16.55
4941,p,n,t,7.03
4942,e,n,f,6.15
4943,e,n,f,6.96
4944,e,k,f,4.25
4945,e,o,t,6.11
4946,e,n,f,7.23
4947,p,n,t,3.58
4948,e,n,t,9.51
4949,e,n,f,4.74
4950,e,o,f,7.55
4951,p,p,t,6.98
4952,e,w,t,7.19
4953,p,p,t,8.76
4954,p,w,f,3.85
4955,p,y,f,7.66
4956,p,y,f,7.14
4957,p,r,f,5.63
4958,p,o,f,5.09
4959,p,n,f,4.56
4960,p,n,f,3.96
4961,e,g,f,7.57
4962,e,w,f,3.54
4963,p,y,f,6.43
4964,e,w,t,5.24
4965,p,n,t,10.13
4966,e,o,f,8.51
4967,p,n,f,5.75
4968,p,n,f,5.04
4969,p,w,f,7.96
4970,p,n,f,6.34
4971,e,n,t,10.93
4972,e,n,f,5.75
4973,p,n,f,4.88
4974,p,n,f,5.51
4975,e,e,f,5.68
4976,e,n,f,7.66
4977,p,n,f,6.01
4978,e,n,t,7.94
4979,e,n,f,4.86
4980,p,o,f,4.52
4981,p,n,f,4.68
4982,p,n,f,5.1
4983,e,n,t,4.87
4984,p,r,t,6.06
4985,p,o,f,1.61
4986,p,n,f,5.91
4987,e,w,f,4.54
4988,e,w,f,6.82
4989,e,w,f,3.35
4990,e,n,t,7.18
4991,e,g,f,5.0
4992,e,n,f,6.65
4993,p,n,f,9.57
4994,p,n,f,5.08
4995,e,u,t,4.61
4996,e,n,t,9.78
4997,p,y,f,8.37
4998,p,n,f,5.17
4999,p,p,f,5.96
5000,p,n,f,9.59
5001,p,g,f,3.21
5002,e,y,f,9.09
5003,p,e,f,6.74
5004,e,l,f,6.96
5005,p,n,t,4.99
5006,p,g,f,3.45
5007,e,n,f,6.4
5008,e,n,f,4.19
5009,p,u,f,4.73
5010,e,w,f,3.51
5011,p,e,f,3.44
5012,e,n,f,4.82
5013,p,g,f,2.68
5014,e,g,f,5.11
5015,e,u,t,3.58
5016,e,n,f,9.34
5017,p,y,t,5.28
5018,e,k,f,5.89
5019,p,w,f,2.82
5020,e,n,f,6.02
5021,p,o,f,6.14
5022,p,n,f,5.61
5023,p,g,f,5.73
5024,p,o,t,4.54
5025,p,n,f,7.23
5026,p,n,f,10.92
5027,e,k,f,5.58
5028,p,y,f,3.1
5029,e,w,f,6.31
5030,p,n,f,10.93
5031,p,g,f,4.99
5032,e,u,t,4.21
5033,e,e,f,8.4
5034,p,n,f,1.79
5035,e,n,f,4.89
5036,p,y,f,3.31
5037,e,n,f,4.31
5038,p,r,t,6.01
5039,e,y,f,6.08
5040,e,n,f,5.59
5041,e,w,f,3.78
5042,e,g,f,5.07
5043,p,n,f,5.73
5044,p,n,f,5.49
5045,p,k,f,6.19
5046,p,p,f,4.07
5047,p,n,f,5.54
5048,p,y,f,4.81
5049,e,n,f,5.71
5050,p,o,f,5.96
5051,p,n,f,3.77
5052,p,n,f,4.24
5053,e,n,t,8.49
5054,e,n,f,4.61
5055,e,n,f,5.28
5056,e,n,f,6.32
5057,p,n,f,5.96
5058,p,r,f,11.24
5059,e,n,f,6.28
5060,e,y,t,6.91
5061,p,y,f,5.98
5062,p,n,t,9.16
5063,e,n,f,4.24
5064,e,n,f,6.21
5065,p,n,f,6.05
5066,p,n,f,4.88
5067,e,y,f,7.27
5068,e,n,t,7.83
5069,p,o,f,4.24
5070,e,w,f,7.06
5071,e,y,f,6.2
5072,p,n,f,5.31
5073,p,e,f,4.41
5074,p,w,t,8.49
5075,p,n,f,10.85
5076,p,n,f,6.12
5077,e,n,f,4.92
5078,p,y,f,5.8
5079,p,n,f,1.93
5080,e,w,f,3.66
5081,p,n,f,4.96
5082,p,o,f,3.5
5083,p,o,f,3.28
5084,e,o,f,6.03
5085,e,n,f,4.61
5086,e,n,f,6.98
5087,p,n,f,5.81
5088,p,g,f,10.78
5089,e,y,f,4.53
5090,p,u,f,3.88
5091,e,g,f,9.56
5092,e,n,t,5.98
5093,p,y,f,6.54
5094,p,n,f,6.31
5095,p,y,f,5.19
5096,e,n,f,7.97
5097,p,n,f,9.79
5098,e,n,t,8.9
5099,p,n,f,7.03
5100,p,y,f,3.45
5101,p,y,f,6.21
5102,p,n,f,6.15
5103,p,y,f,7.99
5104,e,n,t,11.31
5105,e,n,f,6.7
5106,e,e,t,5.83
5107,p,r,f,10.84
5108,p,g,f,2.36
5109,e,n,f,5.39
5110,p,n,f,3.25
5111,p,g,f,3.05
5112,p,n,f,5.08
5113,p,n,f,4.68
5114,e,w,f,4.94
5115,e,w,f,3.7
5116,p,n,f,9.99
5117,e,n,f,12.87
5118,e,w,t,9.62
5119,p,n,f,10.01
5120,p,y,f,6.01
5121,p,w,t,8.26
5122,e,w,f,7.07
5123,e,n,f,6.79
5124,e,y,t,8.18
5125,p,n,t,4.38
5126,e,n,f,7.63
5127,e,n,f,8.36
5128,p,w,f,12.62
5129,e,n,f,5.36
5130,e,g,f,7.53
5131,e,n,f,5.58
5132,e,u,f,5.86
5133,p,r,t,5.27
5134,p,k,f,3.36
5135,p,n,f,10.91
5136,p,y,t,8.05
5137,e,n,f,6.2
5138,e,u,t,4.41
5139,p,e,f,6.16
5140,e,y,f,5.06
5141,p,e,t,6.04
5142,p,n,f,10.32
5143,p,n,f,9.87
5144,e,w,f,3.21
5145,e,w,t,6.44
5146,p,n,f,5.28
5147,e,n,f,5.47
5148,e,r,f,7.03
5149,p,y,f,5.82
5150,e,b,f,7.13
5151,p,n,f,7.75
5152,p,n,f,5.31
5153,e,n,f,7.25
5154,p,e,f,3.82
5155,p,y,f,3.01
5156,p,g,f,9.9
5157,e,n,f,9.05
5158,e,g,f,4.43
5159,p,e,f,7.22
5160,p,w,f,3.52
5161,e,n,f,5.32
5162,p,g,f,6.21
5163,p,o,f,3.31
5164,p,g,f,3.28
5165,p,n,f,8.18
5166,p,p,t,7.41
5167,e,n,f,4.94
5168,p,e,f,4.02
5169,p,w,f,5.59
5170,p,n,f,6.52
5171,p,o,f,2.98
5172,e,n,t,7.29
5173,e,y,f,6.46
5174,p,n,t,8.31
5175,p,n,f,5.5
5176,e,o,f,5.59
5177,e,y,t,7.51
5178,e,g,f,10.51
5179,e,b,f,5.23
5180,p,n,f,10.77
5181,e,n,f,6.26
5182,p,n,f,5.45
5183,p,p,t,7.6
5184,p,w,f,6.18
5185,p,g,t,4.5
5186,p,o,f,3.38
5187,p,w,f,2.96
5188,p,o,f,6.27
5189,e,n,f,5.51
5190,p,w,f,12.43
5191,p,n,f,9.94
5192,p,e,f,3.89
5193,e,n,f,5.32
5194,e,n,f,6.21
5195,p,k,f,3.4
5196,e,n,f,5.94
5197,e,g,f,7.1
5198,p,n,f,10.21
5199,e,y,f,6.93
5200,e,w,f,8.09
5201,p,u,f,5.04
5202,e,w,f,5.94
5203,e,y,f,6.4
5204,p,w,f,2.62
5205,e,n,t,9.25
5206,e,o,f,10.01
5207,p,n,f,3.35
5208,p,o,f,1.46
5209,p,o,f,3.1
5210,e,o,f,5.16
5211,e,w,f,3.64
5212,p,y,f,3.9
5213,e,g,f,5.77
5214,p,w,f,2.87
5215,p,l,f,4.77
5216,e,n,f,5.33
5217,e,y,f,8.3
5218,e,n,f,8.41
5219,e,g,f,3.01
5220,p,w,f,10.02
5221,e,n,t,6.21
5222,e,n,f,8.12
5223,e,w,f,4.27
5224,p,n,f,10.31
5225,e,n,t,7.32
5226,e,n,t,9.08
5227,p,y,f,3.8
5228,e,n,f,7.34
5229,e,g,f,5.54
5230,p,w,f,6.82
5231,e,y,f,6.21
5232,e,b,f,2.57
5233,p,e,f,8.13
5234,e,n,f,7.64
5235,e,y,f,5.84
5236,p,e,t,5.63
5237,p,u,f,7.31
5238,p,o,f,3.11
5239,p,n,f,3.56
5240,e,n,f,4.88
5241,p,y,f,6.17
5242,e,n,f,6.2
5243,p,y,f,5.41
5244,p,n,f,4.97
5245,p,y,f,6.43
5246,e,y,f,9.07
5247,p,p,f,3.45
5248,p,n,f,4.86
5249,e,b,f,4.84
5250,p,e,f,6.89
5251,e,n,f,6.28
5252,e,w,f,23.75
5253,e,o,f,5.98
5254,e,g,f,6.46
5255,p,e,f,4.55
5256,e,y,f,6.68
5257,p,y,f,5.42
5258,p,n,f,6.5
5259,p,n,f,3.57
5260,e,y,t,9.13
5261,p,g,f,6.32
5262,e,n,f,5.53
5263,p,y,f,5.77
5264,p,n,t,5.71
5265,p,n,f,6.47
5266,e,n,f,5.99
5267,e,y,f,9.08
5268,p,n,f,7.85
5269,p,w,f,14.46
5270,p,n,f,5.55
5271,p,w,f,7.99
5272,p,o,f,16.96
5273,p,n,t,8.42
5274,e,l,f,7.34
5275,p,w,t,8.01
5276,e,y,f,8.78
5277,e,g,f,9.1
5278,p,w,f,13.58
5279,p,n,f,9.92
5280,p,w,f,13.37
5281,e,y,f,9.27
5282,p,n,f,11.71
5283,p,n,f,9.1
5284,p,n,f,9.99
5285,p,r,t,5.14
5286,p,u,f,6.09
5287,e,w,f,23.95
5288,e,n,f,4.42
5289,e,n,t,7.19
5290,e,g,f,7.39
5291,e,n,f,6.14
5292,e,n,f,5.88
5293,p,r,f,5.92
5294,p,n,f,5.34
5295,e,n,f,7.37
5296,e,y,f,5.66
5297,p,n,f,5.74
5298,e,y,f,6.57
5299,e,y,f,9.28
5300,e,u,f,4.93
5301,e,n,f,7.32
5302,e,n,f,7.03
5303,p,y,f,3.61
5304,p,n,t,8.28
5305,p,p,f,3.93
5306,p,n,f,5.08
5307,p,n,t,6.06
5308,e,g,t,11.22
5309,p,p,t,8.57
5310,p,y,f,4.73
5311,p,l,f,6.49
5312,p,n,f,7.46
5313,e,y,f,3.79
5314,p,y,f,3.35
5315,e,e,f,4.35
5316,p,e,f,6.11
5317,e,n,f,6.32
5318,e,n,f,6.54
5319,p,w,t,5.92
5320,p,o,f,3.66
5321,p,r,f,1.48
5322,e,y,f,5.84
5323,p,n,t,4.11
5324,p,n,f,5.53
5325,p,n,f,4.74
5326,p,u,f,3.81
5327,e,w,f,3.24
5328,p,y,f,3.61
5329,e,w,f,7.76
5330,p,e,f,17.35
5331,e,n,f,7.14
5332,e,r,f,7.56
5333,p,n,f,12.36
5334,p,w,f,7.05
5335,e,p,f,8.18
5336,p,y,f,8.05
5337,e,n,f,3.86
5338,p,e,f,2.66
5339,p,l,f,3.86
5340,p,n,f,12.05
5341,e,n,f,5.92
5342,e,g,f,2.92
5343,e,w,t,5.17
5344,e,n,t,7.23
5345,p,n,f,11.82
5346,p,w,f,4.54
5347,e,n,t,4.42
5348,e,y,f,6.04
5349,p,y,f,4.1
5350,e,n,f,4.93
5351,e,g,t,11.72
5352,e,u,f,4.72
5353,e,w,f,3.5
5354,p,n,f,6.79
5355,e,w,f,6.35
5356,e,n,f,6.37
5357,e,n,f,4.96
5358,e,n,f,7.24
5359,e,w,f,4.28
5360,e,w,f,8.03
5361,p,o,f,4.79
5362,e,n,f,6.58
5363,e,u,f,7.18
5364,p,y,f,6.81
5365,e,n,f,4.16
5366,p,e,f,3.62
5367,e,n,t,6.57
5368,e,w,f,12.15
5369,p,n,f,5.94
5370,e,n,f,4.72
5371,e,w,f,3.66
5372,p,y,f,5.95
5373,e,o,t,6.07
5374,e,n,f,7.51
5375,p,n,f,7.47
5376,e,n,f,5.28
5377,e,n,f,4.14
5378,e,b,f,2.49
5379,p,r,f,10.73
5380,p,y,f,10.76
5381,p,n,f,5.19
5382,p,n,t,5.2
5383,p,n,f,3.84
5384,p,p,t,7.61
5385,e,n,f,7.68
5386,p,r,t,4.92
5387,e,n,t,12.14
5388,p,n,f,5.99
5389,p,n,f,4.5
5390,p,n,f,3.26
5391,e,r,f,6.75
5392,p,n,f,5.24
5393,e,w,f,3.8
5394,p,n,f,5.12
5395,p,g,f,2.88
5396,e,g,f,2.82
5397,e,n,f,11.02
5398,e,n,t,5.54
5399,e,g,f,4.43
5400,p,w,t,8.36
5401,p,y,f,6.58
5402,e,y,f,6.62
5403,p,n,f,5.18
5404,e,y,f,6.19
5405,p,n,f,6.18
5406,e,y,f,6.21
5407,p,g,f,3.24
5408,p,n,f,3.93
5409,p,u,f,4.77
5410,e,l,f,8.28
5411,e,n,f,6.74
5412,p,k,f,7.02
5413,e,y,f,3.59
5414,p,w,f,2.8
5415,p,e,f,6.19
5416,p,e,f,8.3
5417,e,y,f,8.84
5418,p,w,f,2.77
5419,p,e,f,6.38
5420,e,n,f,6.33
5421,p,e,f,5.06
5422,e,w,f,3.52
5423,p,n,f,3.25
5424,p,n,t,6.65
5425,e,n,t,8.05
5426,p,n,f,3.38
5427,p,n,f,5.53
5428,e,n,t,5.55
5429,p,n,f,5.68
5430,e,w,f,3.36
5431,p,p,f,3.65
5432,e,y,t,8.2
5433,p,e,f,8.23
5434,p,e,f,13.85
5435,p,n,t,5.63
5436,p,n,f,7.47
5437,e,n,f,6.16
5438,p,o,f,1.0
5439,e,w,t,7.76
5440,p,n,f,4.69
5441,p,r,f,4.62
5442,p,n,f,6.29
5443,p,r,t,4.39
5444,e,n,f,6.05
5445,p,w,t,5.85
5446,p,r,t,4.92
5447,e,n,f,5.49
5448,e,n,f,4.82
5449,p,n,f,5.51
5450,p,w,f,9.4
5451,p,y,f,7.01
5452,e,e,f,7.08
5453,e,n,f,4.67
5454,p,g,f,5.31
5455,e,g,f,5.03
5456,p,n,f,4.46
5457,e,n,f,6.19
5458,p,y,f,3.34
5459,p,o,f,4.37
5460,p,y,f,9.88
5461,p,k,f,7.38
5462,p,e,f,3.89
5463,e,y,f,5.36
5464,p,n,f,6.08
5465,e,b,f,4.88
5466,p,g,f,5.17
5467,e,k,t,5.21
5468,p,e,f,4.54
5469,p,y,f,6.92
5470,p,r,f,4.69
5471,p,n,f,7.0
5472,p,l,f,4.96
5473,p,n,f,6.38
5474,p,y,f,6.52
5475,p,n,f,10.22
5476,e,y,f,5.75
5477,p,w,t,8.16
5478,e,n,f,5.09
5479,p,n,f,11.12
5480,p,g,f,3.49
5481,p,o,f,2.51
5482,p,k,f,3.43
5483,e,p,t,4.89
5484,e,n,f,9.36
5485,p,w,f,7.92
5486,p,k,f,5.24
5487,e,n,f,7.07
5488,p,n,f,5.15
5489,p,n,t,10.26
5490,e,n,f,6.03
5491,p,y,f,8.07
5492,p,g,t,9.55
5493,p,n,t,8.42
5494,p,n,f,5.64
5495,p,y,f,7.63
5496,p,e,f,6.41
5497,e,g,f,4.89
5498,p,o,f,3.22
5499,e,k,f,4.59
5500,e,w,t,5.06
5501,p,w,f,5.77
5502,e,e,f,6.36
5503,p,r,f,10.73
5504,p,e,f,4.09
5505,e,n,f,6.43
5506,p,w,t,5.56
5507,e,n,t,11.15
5508,e,n,f,5.48
5509,e,n,f,3.52
5510,p,n,f,9.01
5511,p,u,f,7.02
5512,e,b,f,6.04
5513,e,n,t,10.01
5514,e,w,f,3.1
5515,p,w,f,4.18
5516,e,y,f,6.93
5517,e,n,f,7.32
5518,p,w,f,11.47
5519,e,n,f,8.34
5520,p,w,f,3.57
5521,e,y,f,7.76
5522,p,r,f,11.0
5523,p,e,f,5.95
5524,e,n,t,9.46
5525,p,y,f,7.01
5526,e,n,f,5.82
5527,p,n,f,6.15
5528,p,k,f,7.51
5529,e,n,f,8.21
5530,p,n,t,6.33
5531,p,w,f,11.07
5532,p,n,f,5.02
5533,e,w,t,9.15
5534,p,n,f,9.28
5535,p,o,f,5.06
5536,e,n,f,6.52
5537,p,n,f,7.68
5538,e,e,f,6.99
5539,e,n,f,5.33
5540,p,n,f,9.37
5541,e,n,f,6.21
5542,e,n,f,5.04
5543,p,u,f,2.32
5544,p,n,f,11.06
5545,e,n,t,10.94
5546,e,k,f,4.42
5547,p,w,f,5.1
5548,p,w,f,3.57
5549,p,y,f,1.99
5550,p,w,f,6.46
5551,p,n,f,7.6
5552,p,n,f,4.07
5553,e,l,f,7.18
5554,p,w,f,4.27
5555,e,y,f,7.38
5556,p,n,f,4.7
5557,p,w,t,9.03
5558,e,b,f,4.64
5559,e,u,f,4.62
5560,e,n,f,14.59
5561,p,n,f,4.05
5562,e,n,f,6.4
5563,e,n,f,4.31
5564,p,e,f,6.37
5565,p,n,f,4.77
5566,e,y,f,3.4
5567,e,n,f,6.87
5568,e,g,f,8.56
5569,e,n,f,6.82
5570,p,n,t,6.65
5571,p,n,f,5.28
5572,e,o,f,4.53
5573,p,n,f,4.4
5574,e,n,f,7.37
5575,p,n,t,6.65
5576,e,n,f,6.76
5577,e,n,f,3.43
5578,p,w,f,4.14
5579,p,r,f,5.8
5580,p,n,t,5.63
5581,e,y,f,8.23
5582,e,n,f,5.99
5583,p,w,t,5.54
5584,p,n,f,4.6
5585,p,n,f,3.07
5586,e,n,t,4.59
5587,e,b,f,5.69
5588,p,n,t,4.7
5589,e,n,f,11.55
5590,p,e,f,8.31
5591,e,n,f,9.87
5592,p,n,f,7.8
5593,e,o,f,5.47
5594,e,n,f,5.53
5595,p,n,f,10.51
5596,e,e,f,4.24
5597,e,o,f,9.9
5598,p,n,f,11.18
5599,e,n,f,4.65
5600,p,n,f,4.1
5601,e,p,t,6.58
5602,e,n,f,7.58
5603,p,p,f,4.81
5604,p,n,f,7.89
5605,e,y,f,6.13
5606,p,e,t,5.47
5607,e,w,f,22.61
5608,p,e,f,3.77
5609,p,n,t,4.07
5610,p,o,f,3.65
5611,e,b,f,5.0
5612,e,w,t,10.64
5613,p,n,f,5.53
5614,p,o,f,6.25
5615,p,y,f,5.47
5616,p,k,f,4.96
5617,p,y,f,3.36
5618,p,n,f,6.06
5619,p,y,t,9.01
5620,e,w,f,2.63
5621,e,n,t,9.16
5622,e,n,t,8.06
5623,e,g,f,4.62
5624,p,o,f,18.42
5625,p,n,f,5.58
5626,e,n,f,4.5
5627,p,n,f,9.84
5628,p,n,f,4.2
5629,e,n,f,5.91
5630,p,n,f,3.92
5631,e,n,f,6.04
5632,e,n,f,6.81
5633,e,e,f,17.44
5634,e,e,f,7.29
5635,p,r,f,1.28
5636,e,n,t,9.59
5637,e,g,f,6.49
5638,e,n,f,6.26
5639,p,w,f,11.62
5640,e,n,f,4.92
5641,e,n,f,5.99
5642,p,n,f,6.33
5643,e,g,t,4.21
5644,p,n,f,9.19
5645,e,n,f,6.77
5646,p,r,t,5.55
5647,e,n,f,4.92
5648,p,w,f,7.24
5649,p,r,f,6.7
5650,p,n,f,7.52
5651,p,g,f,2.77
5652,e,y,f,7.19
5653,p,w,t,7.74
5654,p,e,f,5.89
5655,e,n,t,8.07
5656,e,n,t,8.95
5657,e,n,t,11.46
5658,e,w,t,5.75
5659,e,n,f,8.18
5660,p,k,f,5.98
5661,p,o,f,4.47
5662,e,w,f,3.74
5663,p,w,f,12.89
5664,p,y,t,8.45
5665,p,y,f,3.63
5666,p,n,f,6.71
5667,p,n,f,10.37
5668,e,n,f,4.4
5669,p,n,f,4.53
5670,e,y,t,8.47
5671,p,w,f,3.31
5672,e,w,t,7.53
5673,e,p,f,7.52
5674,e,e,t,5.61
5675,p,w,f,14.16
5676,e,g,f,5.16
5677,p,w,f,2.89
5678,p,y,f,2.93
5679,p,n,f,5.19
5680,e,w,t,6.18
5681,e,w,f,6.93
5682,e,n,f,5.5
5683,p,u,f,5.53
5684,p,w,f,3.24
5685,p,w,f,7.85
5686,p,n,f,3.76
5687,e,n,f,16.27
5688,e,w,t,5.54
5689,e,e,t,5.49
5690,p,w,f,11.24
5691,e,n,f,5.33
5692,p,e,f,4.2
5693,p,n,f,12.43
5694,p,e,f,6.38
5695,p,y,f,3.87
5696,p,n,f,9.49
5697,e,g,f,5.85
5698,e,b,f,5.05
5699,e,o,f,8.84
5700,p,y,t,7.65
5701,p,n,f,5.87
5702,p,g,f,10.59
5703,e,y,f,6.27
5704,e,n,t,4.41
5705,p,o,f,5.84
5706,e,n,f,6.21
5707,p,w,f,13.4
5708,p,e,t,5.51
5709,e,y,f,3.69
5710,e,o,f,5.08
5711,p,y,f,4.89
5712,p,e,t,7.17
5713,e,g,f,5.1
5714,p,n,f,6.73
5715,p,w,f,5.46
5716,p,o,f,4.82
5717,p,n,f,3.7
5718,p,n,f,4.9
5719,p,y,f,4.21
5720,p,b,f,5.31
5721,p,n,f,3.76
5722,e,y,f,3.84
5723,e,p,t,4.15
5724,p,n,f,6.07
5725,p,n,f,4.89
5726,p,y,f,6.54
5727,e,y,t,6.31
5728,p,e,f,16.65
5729,p,y,f,5.47
5730,p,w,f,9.99
5731,p,n,f,3.79
5732,e,n,f,4.61
5733,e,w,f,7.8
5734,e,n,f,6.03
5735,p,n,t,7.2
5736,p,u,f,5.65
5737,e,y,f,3.77
5738,p,p,f,4.84
5739,p,w,f,5.3
5740,e,n,t,6.91
5741,e,w,f,17.59
5742,p,n,f,13.54
5743,e,y,f,7.92
5744,p,w,f,6.73
5745,p,w,f,3.98
5746,e,n,t,9.96
5747,p,k,f,8.52
5748,p,w,f,8.04
5749,e,e,f,7.85
5750,p,w,f,2.68
5751,p,n,f,6.3
5752,e,w,f,2.61
5753,e,n,f,5.2
5754,p,g,f,10.92
5755,p,w,f,11.03
5756,p,n,f,5.36
5757,p,n,f,5.77
5758,p,n,f,10.9
5759,p,w,f,12.52
5760,p,n,f,15.71
5761,p,w,f,3.49
5762,e,b,f,4.96
5763,p,n,f,11.05
5764,p,e,f,7.04
5765,e,n,f,5.32
5766,e,n,f,4.82
5767,p,n,f,7.85
5768,p,o,f,3.48
5769,p,y,f,4.9
5770,p,e,f,6.45
5771,e,g,f,2.82
5772,e,n,f,7.53
5773,p,g,f,2.73
5774,p,n,t,4.77
5775,e,w,f,3.49
5776,p,e,f,5.54
5777,p,n,f,11.29
5778,p,n,f,7.48
5779,p,n,f,10.49
5780,p,g,f,6.23
5781,p,y,f,4.93
5782,e,b,f,5.62
5783,p,y,f,7.41
5784,p,o,f,3.31
5785,p,n,f,5.45
5786,e,n,f,4.42
5787,p,u,f,4.92
5788,e,n,f,5.01
5789,e,w,f,4.8
5790,p,n,f,8.33
5791,e,w,f,5.89
5792,p,p,f,4.81
5793,e,w,f,23.1
5794,p,n,f,4.87
5795,p,n,t,8.9
5796,e,w,f,6.08
5797,e,b,f,7.02
